#Name,Brand,color,Link,wish,review
Nike x Sacai Blazer Low Black Patent Leather,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/54952 ,5532,278
Adidas Superstar White Black,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/30987 ,5183,99
Jordan 1 Low Golf Starfish,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/62385 ,6662,153
New Balance 2002R Light Cream Purple,New Balance,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/61723 ,738,6
Jordan 1 Retro High OG Volt,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/64447 ,1594,47
Adidas Campus 00s Bark Cloud White,Adidas,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/79483 ,1528,18
(W) Nike Dunk Low Next Nature Pale Coral,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/39445 ,15000,213
(W) Jordan 1 Elevate Low Stealth,Jordan,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/79183 ,914,10
(W) Jordan 5 Retro SP Black Red,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/81962 ,94,1
New Balance x Aime Leon Dore 550 Olive,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/68147 ,548,15
Jordan 1 Low Court Purple 2020,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/25975 ,4768,104
(W) New Balance 991 Made in UK Grey,New Balance,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/25623 ,495,7
Adidas Yeezy Foam RNNR Sulfur,Adidas,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/58201 ,1493,163
New Balance 550 White Grey Dark Grey - 2E Wide,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/59941 ,4494,41
Nike x Stussy Air Force 1 '07 Mid SP Black,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/60295 ,4468,141
Jordan 1 Low SE Craft White and Phantom,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/63206 ,3141,38
Jordan 1 Mid SE ASW Black,Jordan,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/28881 ,10000,582
Asics Gel-1090 White Green,Asics,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/50948 ,3322,49
Nike x Travis Scott Air Trainer 1 Archaeo Brown and Rust Pink,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/62420 ,2510,150
(W) Nike Dunk Low SE Flip,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/33742 ,4188,669
Hoka One One Bondi 7 Black - Wide,Hoka One One,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/26353 ,2738,128
Adidas Yeezy Foam RNNR Stone Sage,Adidas,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/53770 ,7000,668
Jordan 4 Retro Infrared,Jordan,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/64822 ,930,23
Nike x Travis Scott Air Max 1 Cact.us Gold,Nike,"{'name': 'Sand Brown', 'RGB': (203, 165, 96)}",https://kream.co.kr/products/44513 ,5058,314
New Balance 574 Legacy Team Away Grey,New Balance,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/77000 ,311,3
Nike x Skate Like a Girl SB Dunk Low QS Barely Rose,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/80887 ,1403,14
New Balance 992 Made in USA Brown,New Balance,"{'name': 'Rope', 'RGB': (142, 77, 30)}",https://kream.co.kr/products/45824 ,1045,36
Salomon XT-6 Turtledove,Salomon,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/77882 ,1235,7
New Balance 991 Made in UK 40th Anniversary Grey,New Balance,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/59931 ,651,18
(GS) Nike Dunk Low Safety Orange,Nike,"{'name': 'Flame', 'RGB': (226, 88, 34)}",https://kream.co.kr/products/77522 ,1976,77
Adidas x Song for the Mute Shadowturf Dusty Pink,Adidas,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/79066 ,618,4
New Balance 574 Heritage Gray,New Balance,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/74714 ,756,11
New Balance x Stone Island x Tokyo Design Studio FuelCell RC Elite v2 SI Red,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/67975 ,1825,19
Jordan 4 Retro SE Amethyst Wave,Jordan,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/64144 ,468,8
(W) Nike Dunk Low Essential Black Paisley,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/47876 ,12000,231
New Balance 2002R Protection Pack Phantom,New Balance,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/37358 ,1288,43
(W) Nike Dunk High SE Sail Black,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/79353 ,360,8
Nike Air Max 95 Essential Triple White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/26046 ,2112,58
Salomon XT-6 Mindful Grey Green Moss Grey,Salomon,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/76073 ,310,2
New Balance 1906R White Navy Gold,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/76371 ,490,4
Converse x Stussy Chuck 70 High Plumeria,Converse,"{'name': 'Oriental Pink', 'RGB': (198, 145, 145)}",https://kream.co.kr/products/75039 ,3072,27
(W) Nike Air Force 1 '07 LX Sail Cinnabar,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/75923 ,822,4
Vans Vault x CDG Slip-On LX White,Vans,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/79082 ,1038,17
(PS) Nike Dunk Low Wolf Grey,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/49925 ,4978,104
Converse One Star Ox Black,Converse,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/42249 ,3604,22
(W) Jordan 1 Zoom Air CMFT Pale Ivory,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/33758 ,2685,58
(W) Nike Air Force 1 '07 LV8 Photon Dust Cashmere,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/41481 ,8044,32
(GS) Jordan 1 Low Light Arctic Pink,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/32005 ,7924,61
Adidas x Atmos Adimatic OG Shoebox,Adidas,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/76944 ,2060,37
Jordan 1 Low SE Black White Onyx,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/78683 ,584,10
(W) Nike Dunk Low SE Patchwork,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/51977 ,1475,121
New Balance 530 White Indigo Blue,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/73057 ,2020,12
(W) Nike Daybreak Black White,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23472 ,2465,68
(GS) Nike Dunk Low Ivory Hyper Royal,Nike,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/80374 ,226,3
Adidas Samba Linen Savanna,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/69722 ,3377,14
(GS) Jordan 1 Retro High OG Taxi,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/72618 ,1992,62
New Balance 550 White Grey - 2E Wide,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/51741 ,4566,79
Salomon XT-4 Tobacco Brown,Salomon,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/56174 ,668,11
Asics Gel-Sonoma 15-50 Black,Asics,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/56582 ,2982,9
New Balance 530 Beige,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/25387 ,1779,4
Converse x Stussy One Star Ox 8 Ball Green,Converse,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/82783 ,267,1
Salomon XT-6 Lunar Rock Magnet,Salomon,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/74268 ,356,5
Nike Dunk High Retro Championship Khaki,Nike,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/46628 ,6683,93
Nike x Billie Eilish Air Force 1 High '07 SP Mushroom,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/57454 ,3113,91
Nike x Stussy Air Max 2013 Psychic Pink,Nike,"{'name': 'Oriental Pink', 'RGB': (198, 145, 145)}",https://kream.co.kr/products/72411 ,2752,65
(GS) Nike Air Force 1 LE Black,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/42521 ,928,1
New Balance 2002R Protection Pack Distressed,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/70363 ,216,8
Nike x Sacai Blazer Low Iron Grey,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/38231 ,9552,448
Nike Air Force 1 Low Retro Color of the Month White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/69871 ,1994,31
Nike Air Force 1 '07 Low University Blue,Nike,"{'name': 'Bluish', 'RGB': (41, 118, 187)}",https://kream.co.kr/products/44686 ,4309,67
Salomon XT-6 Expanse Black Ebony,Salomon,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/74555 ,785,1
Nike Air Force 1 '07 Pecan,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/55309 ,2649,33
Adidas Yeezy Slide Flax,Adidas,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/74708 ,849,27
(GS) Nike Dunk Low Triple Pink,Nike,"{'name': 'Oriental Pink', 'RGB': (198, 145, 145)}",https://kream.co.kr/products/68118 ,4093,23
Nike Air Zoom Alphafly Next% Hyper Violet,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/61232 ,511,13
(W) Nike Air Force 1 Fontanka Pink Foam,Nike,"{'name': 'Oriental Pink', 'RGB': (198, 145, 145)}",https://kream.co.kr/products/39455 ,5304,22
Nike Dunk Low Retro SE Black,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/64435 ,3722,55
Nike SB Dunk Low Pro Shamrock,Nike,"{'name': 'Tropical Rain Forest', 'RGB': (0, 117, 94)}",https://kream.co.kr/products/63346 ,2711,117
Asics Gel-Kayano 14 Black Coffee,Asics,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/76551 ,782,14
New Balance 1906R Black Red,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/82258 ,136,5
Reebok Club C 85 Vintage Chalk Green,Reebok,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/53196 ,1908,22
Nike Air Max 90 G White Black,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/39847 ,643,10
(GS) Jordan 1 Retro High OG Patent Bred,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/45434 ,2460,235
Nike x Ambush Air Adjust Force SP Summit White and Black,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/72906 ,1199,24
Jordan 1 Zoom Air CMFT Somos Familia Dia De Muertos,Jordan,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/81360 ,113,1
Salomon XA Pro 3D Alloy Silver,Salomon,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/67233 ,1672,8
Jordan 1 Low SE Chocolate Bliss,Jordan,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/44173 ,8746,219
(W) Nike Dunk Low Triple White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/36465 ,15000,163
Nike Air Max 97 Neon Seoul,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/20097 ,1752,278
(W) Jordan 1 Mid SE Black White,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/67461 ,4034,13
Nike Air Tailwind 79 White Phantom Black,Nike,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/18394 ,9691,267
(W) Autry Medalist Low Leather Suede Sneakers White,Autry,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/48216 ,896,7
Jordan 1 KO Chicago 2021,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/34101 ,12000,756
Adidas Gazelle Indoor Blue Bird,Adidas,"{'name': 'Chathams Blue', 'RGB': (23, 85, 121)}",https://kream.co.kr/products/74717 ,876,2
(W) Nike Air Force 1 PLT.AF.ORM Triple White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/57608 ,2928,9
New Balance 1906R White Metallic Silver,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/76177 ,719,8
Nike Air Force 1 '07 LV8 Night Maroon,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/79358 ,380,3
(W) Jordan 1 Low New Emerald,Jordan,"{'name': 'Greenish Blue', 'RGB': (48, 125, 126)}",https://kream.co.kr/products/68353 ,3265,21
New Balance 530 Silver Grey,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/73867 ,1015,2
Jordan 1 Mid Blue Mint,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/59390 ,2465,69
New Balance 327 Moonbeam Ghost Pepper,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/28560 ,2746,228
Nike SB Dunk Low Pro Light Cognac,Nike,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/58020 ,1414,42
Salomon XT-6 Expanse Feather Grey,Salomon,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/75415 ,340,1
New Balance 530 Black,New Balance,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/26473 ,1011,10
(GS) Nike Dunk Low Hot Curry and Game Royal,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/72014 ,2040,57
New Balance 574 Grey - D Standard,New Balance,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/14312 ,6287,147
Jordan 11 Retro Low Legend Blue,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/33102 ,1874,167
Jordan 1 Retro High OG Electro Orange,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/37466 ,12000,735
Nike Dunk Low SE Photon Dust and Summit White,Nike,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/68352 ,1895,18
(TD) Nike Dunk Low Black,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/28231 ,2415,560
New Balance 574 Heritage Blue White,New Balance,"{'name': 'Chathams Blue', 'RGB': (23, 85, 121)}",https://kream.co.kr/products/74716 ,1209,11
(W) Nike Daybreak Summit White Black,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/55264 ,2183,3
Converse x Stussy One Star Ox Black,Converse,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/64630 ,7355,73
(GS) Jordan 1 Mid SE Diamond,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/50947 ,8249,65
Nike Dunk Low Retro Championship Gold,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/42389 ,3108,84
Oofos x Takahiromiyashita The Soloist The Soloist's Way Of Life Clog Black White,Oofos,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/70229 ,1325,66
Jordan 1 Retro High OG Prototype,Jordan,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/40563 ,3923,185
Asics Gel-Kayano 14 Cream Pure Silver,Asics,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/52238 ,2674,30
Nike Air Force 1 B Silver Snake,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/28727 ,9368,543
Asics Gel-1130 Polar Shade Silver,Asics,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/50106 ,4464,35
Adidas x Parley Superstar White,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/61839 ,1972,28
(W) Jordan 1 Low Aluminum,Jordan,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/47344 ,6390,40
Nike Air Zoom GT Cut 2 Black Racer Blue,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/83416 ,42,3
(W) Nike x Off-White Vapor Street Tour Yellow,Nike,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/22745 ,736,108
(W) Nike Dunk Low Golden Gals Metallic Silver,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/44568 ,1490,9
New Balance 2002R Navy,New Balance,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/25783 ,5252,39
New Balance 2002R Grape Leaf,New Balance,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/53435 ,2316,45
New Balance 574 Legacy Ivory,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/65215 ,1095,6
Vans Slip-On Checkerboard,Vans,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/9127 ,4339,234
Nike Air Force 1 Mid '07 White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/6146 ,5979,193
Nike x Matthew M Williams 005 Slide Light Bone and Chrome,Nike,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/76937 ,801,19
Nike Dunk Low Retro SE Next Nature Nike Sun Club,Nike,"{'name': 'Sand Brown', 'RGB': (203, 165, 96)}",https://kream.co.kr/products/59561 ,12000,272
Vans Vault x Bianca Chandon Classic Slip-On LX Stressed Black White,Vans,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/74259 ,2570,31
(W) Nike Air Force 1 '07 LX Celestine Blue,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/71718 ,5738,36
Converse Chuck 70 Ox Midnight Clover,Converse,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/30256 ,3505,29
Darkr8m Studio Slides Black,Darkr8m Studio,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/82091 ,221,10
Nike x Stussy Air Zoom Spiridon Kukini White,Nike,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/24901 ,4113,198
Jordan 1 Mid White Black Tie-Dye,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/60303 ,2160,27
(GS) Jordan 1 Low Bred Toe,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/42621 ,6355,107
(GS) Nike Dunk Low SE Jackpot,Nike,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/72044 ,3763,18
(W) Hoka One One Bondi 7 Black - Wide,Hoka One One,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/26359 ,429,9
Salomon RX Snug Moss Gray,Salomon,"{'name': 'Oriental Pink', 'RGB': (198, 145, 145)}",https://kream.co.kr/products/82107 ,57,0
Nike Air Force 1 Low Retro QS West Indies,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/75002 ,2146,18
Adidas Tobacco Gruen Collegiate Burgundy,Adidas,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/76479 ,1711,12
Adidas x Sean Wotherspoon Superstar Superearth Black,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/43852 ,4952,97
New Balance 1600 Premium Vintage Navy,New Balance,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/55009 ,2446,29
(W) Nike Dunk Low Coast,Nike,"{'name': 'Moonstone Blue', 'RGB': (115, 169, 194)}",https://kream.co.kr/products/28065 ,21000,1838
Jordan 1 Retro High OG Defiant SB LA to Chicago,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/20643 ,10000,1639
Nike x Sacai VaporWaffle Dark Iris,Nike,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/33577 ,4432,1148
Adidas Yeezy Boost 350 V2 Core Black White 2022,Adidas,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/53683 ,4695,160
(W) Nike Dunk Low Archeo Pink,Nike,"{'name': 'Dull Red', 'RGB': (187, 63, 63)}",https://kream.co.kr/products/41637 ,20000,478
Nike Dunk Low Retro Varsity Green,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/32655 ,30000,1397
Adidas Yeezy 500 Blush 2022,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/52382 ,3706,89
Adidas Yeezy Boost 350 V2 Zebra 2017/2019/2020,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/9654 ,8004,1725
Nike x Ambush Dunk High Black,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/26706 ,7597,1801
Adidas Yeezy 700 V3 Azael 2022,Adidas,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/72614 ,2167,85
Nike SB Dunk Low Pro Chicago,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/25283 ,10000,1166
Adidas Yeezy Boost 700 V2 Cream,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/30615 ,2795,293
New Balance x JJJJound 990v3 Olive,New Balance,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/52322 ,3578,133
Jordan 1 Mid SE Pine Green Light Smoke Grey,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/44073 ,8915,161
Jordan 4 Retro Crimson,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/47398 ,1157,72
New Balance 990v1 Made in USA Incense Macadamia Nut,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/66887 ,1090,31
Burberry Vintage Check Suede Leather Sneakers Archive Beige,Burberry,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/67365 ,329,8
Nike x Sacai VaporWaffle String & Black Villain Red,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/26731 ,3900,1027
Adidas Yeezy Boost 350 V2 Black - Non-Reflective,Adidas,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/20809 ,2639,597
Nike x Supreme Shox Ride 2 SP White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/67188 ,4274,151
Nike SB Dunk Low Pro Premium Mummy,Nike,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/43604 ,1969,104
Adidas Yeezy Boost 350 V2 Light,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/39892 ,3751,162
Jordan 1 Retro High Obsidian UNC,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/21809 ,6591,1064
Nike SB Dunk Low What The Paul,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/34689 ,1250,122
Jordan 1 x Travis Scott Retro Low OG SP Mocha,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/21342 ,5681,1930
(W) Burberry Vintage Check Suede Leather Sneakers White Archive Beige,Burberry,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/71467 ,174,2
Jordan 6 x Travis Scott Retro Olive,Jordan,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/22401 ,2829,570
Adidas x Wales Bonner Samba Collegiate Orange,Adidas,"{'name': 'Dull Red', 'RGB': (187, 63, 63)}",https://kream.co.kr/products/65689 ,5331,19
Nike x Undercover Overbreak SP Overcast,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/30052 ,4869,554
Nike x Travis Scott Air Max 270 React Cactus Trails,Nike,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/23647 ,4023,798
Hermes Izmir Sandal Calfskin & Noir,Hermes,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/56047 ,498,16
Maison Mihara Yasuhiro Blakey OG Sole Broken Suede Low-top Sneakers Black,Mihara Yasuhiro,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/75189 ,130,7
Jordan 2 x Off-White Retro Low SP White and Varsity Red,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/44652 ,2003,129
New Balance x Thisisneverthat 1906R 2022 Downtown Run,New Balance,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/71972 ,3042,48
Jordan 1 Mid Chicago Black Toe,Jordan,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/23851 ,7413,727
